symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
00872.HK,タイタン インヴォ テクノロジー 泰坦智華科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,00872;タイタン インヴォ テクノロジー 泰坦智華科技;自動車部品の製造販売;自動車リース;製造,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958484+00:00,0872.HK,Hong Kong,HKEX,00872,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,製造,自動車部品の製造販売、自動車リース,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00874.HK,バイユンシャンファーマ 広州白雲山医薬,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00874;バイユンシャンファーマ 広州白雲山医薬;中国の製薬会社。漢方薬や西洋医薬;医療機械の開発;販売;輸出などの業務を展開;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958538+00:00,0874.HK,Hong Kong,HKEX,00874,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,中国の製薬会社。漢方薬や西洋医薬、医療機械の開発、販売、輸出などの業務を展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00876.HK,カイサヘルスグループ 佳兆業健康,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00876;カイサヘルスグループ 佳兆業健康;電子部品の製造取引。そのほか不動産投資;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958583+00:00,0876.HK,Hong Kong,HKEX,00876,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造取引。そのほか不動産投資,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00878.HK,サウンドウィル・ホールディングス 金朝陽集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00878;サウンドウィル・ホールディングス 金朝陽集団;香港での不動産開発・投資・売買・管理;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958629+00:00,0878.HK,Hong Kong,HKEX,00878,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,不動産,香港での不動産開発・投資・売買・管理,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00880.HK,SJM ホールディングス 澳博控股,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00880;SJM ホールディングス 澳博控股;マカオでカジノを経営;観光・ホテル・飲食店,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958680+00:00,0880.HK,Hong Kong,HKEX,00880,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,観光・ホテル・飲食店,マカオでカジノを経営,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00881.HK,ジョンシェングループ 中升集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,00881;ジョンシェングループ 中升集団;中国で自動車ディーラーを手がける;自動車,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958727+00:00,0881.HK,Hong Kong,HKEX,00881,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,自動車,中国で自動車ディーラーを手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00882.HK,天津デベロップメント 天津発展,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00882;天津デベロップメント 天津発展;天津市政府系企業。様玉な分野へ投資を行うコングロマリット。酒造;港湾サービス;天津地区の有料道路運営;不動産販売及び公共インフラ事業を手がける;総合,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958785+00:00,0882.HK,Hong Kong,HKEX,00882,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,総合,天津市政府系企業。様玉な分野へ投資を行うコングロマリット。酒造、港湾サービス、天津地区の有料道路運営、不動産販売及び公共インフラ事業を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00883.HK,CNOOC 中国海洋石油,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,00883;CNOOC 中国海洋石油;中国3大石油メジャーのひとつで;沖合油田・天然ガス田の探索;開発および生産を主力とする。中国近海はもとより;インドネシアなど海外でも生産。インドネシアでは国内最大の沖合産油業者;石油,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958847+00:00,0883.HK,Hong Kong,HKEX,00883,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,石油,中国3大石油メジャーのひとつで、沖合油田・天然ガス田の探索、開発および生産を主力とする。中国近海はもとより、インドネシアなど海外でも生産。インドネシアでは国内最大の沖合産油業者,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00887.HK,エンペラー・ウォッチ・アンド・ジュエリー 英皇鐘表珠宝,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00887;エンペラー・ウォッチ・アンド・ジュエリー 英皇鐘表珠宝;香港;マカオで時計;宝飾品を取り扱う;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958902+00:00,0887.HK,Hong Kong,HKEX,00887,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,香港、マカオで時計、宝飾品を取り扱う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00888.HK,ブロックフィンホールディングス 鏈信控股,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00888;ブロックフィンホールディングス 鏈信控股;香港での車内広告;車体広告販売;関連商品販売;メディア,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.958957+00:00,0888.HK,Hong Kong,HKEX,00888,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,メディア,香港での車内広告、車体広告販売、関連商品販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00889.HK,ダトロニクス・ホールディングス 連達科技控股,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00889;ダトロニクス・ホールディングス 連達科技控股;電子部品の製造販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959002+00:00,0889.HK,Hong Kong,HKEX,00889,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00893.HK,チャイナVTMマイニング 中国バナジウム,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00893;チャイナVTMマイニング 中国バナジウム;中国でバナジウム含有チタン磁鉄鉱の鉱山開発に従事;金属（鉄・非鉄）,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959055+00:00,0893.HK,Hong Kong,HKEX,00893,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金属（鉄・非鉄）,中国でバナジウム含有チタン磁鉄鉱の鉱山開発に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00894.HK,マン ユエ テクノロジー 萬裕科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00894;マン ユエ テクノロジー 萬裕科技;電子部品の製造販売。電子機器販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959100+00:00,0894.HK,Hong Kong,HKEX,00894,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造販売。電子機器販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00895.HK,トウコウカンホ 東江環保,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00895;トウコウカンホ 東江環保;産業廃棄物の処理及びリサイクル製品の製造販売;製造／重工業,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959154+00:00,0895.HK,Hong Kong,HKEX,00895,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,製造／重工業,産業廃棄物の処理及びリサイクル製品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00896.HK,ハニソン・コンストラクション 興勝創建,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00896;ハニソン・コンストラクション 興勝創建;ビル建設;室内及び装飾工事;建築材料提供・設置;建設・ビル建材,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959209+00:00,0896.HK,Hong Kong,HKEX,00896,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,建設・ビル建材,ビル建設、室内及び装飾工事、建築材料提供・設置,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00897.HK,ワイ・ユエン・トン 位元堂,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00897;ワイ・ユエン・トン 位元堂;医薬品及び健康補助食品の製造販売;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959288+00:00,0897.HK,Hong Kong,HKEX,00897,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,医薬品及び健康補助食品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00898.HK,マルチフィールド・インターナショナル 萬事昌国際,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00898;マルチフィールド・インターナショナル 萬事昌国際;不動産投資;サービスアパートメント管理。ほか鉄鋼製品や電子機器販売も;不動産,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959340+00:00,0898.HK,Hong Kong,HKEX,00898,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,不動産,不動産投資、サービスアパートメント管理。ほか鉄鋼製品や電子機器販売も,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00899.HK,ジョン ジア ジーエックス 中加国信,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00899;ジョン ジア ジーエックス 中加国信;医薬品の製造販売;物流・運送,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959394+00:00,0899.HK,Hong Kong,HKEX,00899,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,物流・運送,医薬品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00900.HK,イオン・クレジット Aeon信貸財務,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,00900;イオン・クレジット Aeon信貸財務;消費信用融資サービス;クレジットカード発行;自動車ローン;購入融資;個人貸付;金融サービス,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959444+00:00,0900.HK,Hong Kong,HKEX,00900,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金融サービス,消費信用融資サービス、クレジットカード発行、自動車ローン、購入融資、個人貸付,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00902.HK,ファネン パワー 華能国際電力,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,00902;ファネン パワー 華能国際電力;中国各地で大型石炭火力発電所の開発・建設・経営に携わる;電力・ガス,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959492+00:00,0902.HK,Hong Kong,HKEX,00902,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電力・ガス,中国各地で大型石炭火力発電所の開発・建設・経営に携わる,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00907.HK,エレガンス オプティカル 高雅光学国際,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00907;エレガンス オプティカル 高雅光学国際;眼鏡;サングラス;眼鏡ケースの製造・販売;アパレル・繊維,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959547+00:00,0907.HK,Hong Kong,HKEX,00907,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,眼鏡、サングラス、眼鏡ケースの製造・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00909.HK,ミン ユアン クラウド グループ ホールディングス 明源雲,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00909;ミン ユアン クラウド グループ ホールディングス 明源雲;主にエンタープライズグレードの企業資源計画ソリューションとサース（SaaS）製品を不動産開発者と不動産バリューチェーン関連のその他の業界参加者に提供する中国を拠点とする会社。;ソフトウェア・サービス,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959602+00:00,0909.HK,Hong Kong,HKEX,00909,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ソフトウェア・サービス,主にエンタープライズグレードの企業資源計画ソリューションとサース（SaaS）製品を不動産開発者と不動産バリューチェーン関連のその他の業界参加者に提供する中国を拠点とする会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00910.HK,チャイナ サンディ 中国三迪,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00910;チャイナ サンディ 中国三迪;植林及び木材加工;販売;アパレル・繊維,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959655+00:00,0910.HK,Hong Kong,HKEX,00910,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,植林及び木材加工、販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00912.HK,スガインターナショナル 信佳国際,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00912;スガインターナショナル 信佳国際;電子機器の製造販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959699+00:00,0912.HK,Hong Kong,HKEX,00912,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子機器の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00914.HK,アンフイコンチセメント 安徽海螺水泥,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00914;アンフイコンチセメント 安徽海螺水泥;華東;華南など長江沿岸の都市を中心に展開する中国の大手セメントメーカー。「海螺」や「黄山」ブランドのセメントが有名;建築,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959758+00:00,0914.HK,Hong Kong,HKEX,00914,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,建築,華東、華南など長江沿岸の都市を中心に展開する中国の大手セメントメーカー。「海螺」や「黄山」ブランドのセメントが有名,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00915.HK,ダオヘ グローバル 道和環球,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00915;ダオヘ グローバル 道和環球;小売チェーンや卸売向け資材調達サービス会社;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959809+00:00,0915.HK,Hong Kong,HKEX,00915,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,小売チェーンや卸売向け資材調達サービス会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00916.HK,チャイナ ロンユエン パワー 龍源電力,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,00916;チャイナ ロンユエン パワー 龍源電力;中国で風力発電事業を展開。石炭発電所も運営する;電力・ガス,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959856+00:00,0916.HK,Hong Kong,HKEX,00916,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電力・ガス,中国で風力発電事業を展開。石炭発電所も運営する,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00918.HK,マジェスティック ドラゴン エアロテック 龍翼航空科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00918;マジェスティック ドラゴン エアロテック 龍翼航空科技;衣類;スポーツウエアの調達・加工・市場プロモーション・販売;アパレル・繊維,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959918+00:00,0918.HK,Hong Kong,HKEX,00918,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,衣類、スポーツウエアの調達・加工・市場プロモーション・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00919.HK,モダンヘルスケアテクノロジー 現代健康科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00919;モダンヘルスケアテクノロジー 現代健康科技;美容;ヘルスケアサービス提供。スキンケア製品の販売;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.959974+00:00,0919.HK,Hong Kong,HKEX,00919,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,美容、ヘルスケアサービス提供。スキンケア製品の販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00921.HK,ハイセンス・ホーム 海信家電,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00921;ハイセンス・ホーム 海信家電;冷蔵庫;空調;冷蔵陳列ケースや洗濯機などを製造販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.960020+00:00,0921.HK,Hong Kong,HKEX,00921,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,冷蔵庫、空調、冷蔵陳列ケースや洗濯機などを製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00922.HK,アンシエンユエン チャイナ 安賢園中国,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00922;アンシエンユエン チャイナ 安賢園中国;AV製品の卸売り;及び中国本での家電製品の販売;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.960072+00:00,0922.HK,Hong Kong,HKEX,00922,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,AV製品の卸売り、及び中国本での家電製品の販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00923.HK,インテグレーテッド ウェイスト ソリューションズ 綜合環保,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00923;インテグレーテッド ウェイスト ソリューションズ 綜合環保;中国の再生紙メーカー。紙製品の改修;再生;販売;素材,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.960133+00:00,0923.HK,Hong Kong,HKEX,00923,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,素材,中国の再生紙メーカー。紙製品の改修、再生、販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
